pl_name,pl_orbper,pl_rade,pl_masse,st_mass,st_rad,st_teff
KIC 10525077 b,854.083,5.5,,1.01,1.01,6091.0
Kepler-1473 b,14.4272856,,,1.07,1.19,5904.05
Kepler-1503 b,96.16987,2.14,,0.76,0.71,5334.0
Kepler-1550 b,225.582809,3.02,,1.07,1.11,5991.0
Kepler-1555 b,8.10501635,1.61,,1.04,1.06,5866.0
Kepler-1567 b,153.98796388,,,0.98,0.94,5562.0
Kepler-1519 b,240.7990472,,,1.0,1.53,5631.0
Kepler-1224 b,,1.291,,,1.19,6125.0
Kepler-618 b,,2.423,,,1.21,5742.0
Kepler-298 b,10.47548644,,,0.72,0.69,4549.0
Kepler-957 b,5.90741395,,,0.78,0.83,4834.46
Kepler-930 b,71.45120302,,,1.06,1.49,5875.0
Kepler-1195 b,8.49640674,,,0.84,0.78,5043.0
Kepler-1302 b,8.83922659,1.48,,0.85,0.87,5330.0
Kepler-163 c,21.34735,2.3,,0.96,0.85,5736.0
Kepler-921 b,51.3011844,,,0.98,1.04,5572.42
Kepler-1061 b,2.758006,1.94,,1.18,1.3,6424.0
Kepler-156 b,4.97344827,,,0.84,0.79,5039.78
Kepler-340 c,22.8245485,5.69,,2.05,3.18,8241.0
Kepler-245 d,36.27537574,,,0.84,0.83,5031.0
Kepler-232 c,11.37936986,,,0.98,1.14,5570.0
Kepler-255 d,1.045632,1.28,,0.88,0.8,5463.0
Kepler-402 c,6.12481814,1.63,,1.15,1.24,6199.0
Kepler-80 c,9.52165016,2.85,,0.76,0.71,4638.0
Kepler-1006 b,19.76172042,1.54,,0.78,0.74,5328.0
Kepler-124 c,13.82141254,,,0.88,0.72,5188.0
Kepler-1033 b,7.56052455,,,0.96,0.97,5465.0
Kepler-1139 b,,1.042,,,0.81,5310.0
Kepler-1528 b,,1.166,,,0.9,6036.0
Kepler-715 b,10.0065467,,,1.06,1.17,5855.0
Kepler-1245 c,2.93658468,1.64,,0.8,0.91,5455.0
Kepler-714 b,8.09888799,9.19,,1.15,1.06,6167.0
Kepler-154 e,3.93276627,1.5,,0.9,0.97,5688.0
USco1556 b,,,4767.45,0.33,,3410.0
Kepler-1318 b,213.257663,2.85,,0.66,0.64,4476.0
Kepler-242 b,8.203904,2.2,,0.72,0.71,4951.0
Kepler-1188 b,17.1369543,2.17,,1.1,1.09,6217.0
Kepler-681 b,26.39434226,,,0.81,0.81,4937.0
Kepler-498 b,9.61375865,,,1.0,1.28,5629.15
Kepler-764 b,7.33674,1.8,,0.97,0.87,5804.0
Kepler-234 c,7.21196017,,,1.08,1.25,5929.0
Kepler-1594 b,2.71603809,1.06,,1.06,1.08,5946.0
Kepler-192 c,21.22355695,,,0.96,0.99,5500.71
Kepler-373 c,,1.935,,,1.36,5602.0
Kepler-1327 b,14.88794229,,,1.02,1.06,5718.08
Kepler-298 d,77.4740724,2.89,,0.67,0.65,4549.0
Kepler-1226 b,17.2920619,,,1.1,1.41,5985.99
Kepler-1231 b,10.41728722,1.64,,0.94,1.15,5557.0
Kepler-1346 b,3.40165617,1.34,,0.98,0.91,6177.0
Kepler-229 b,6.25301549,,,0.8,0.75,4881.0
Kepler-327 d,13.96952951,,,0.59,0.6,3864.0
Kepler-1390 b,6.480178,1.1,,0.95,0.84,5697.0
Kepler-166 c,34.26062,2.7,,0.88,0.78,5432.0
Kepler-336 b,2.02482766,,,,,5956.94
Kepler-354 b,5.47665368,2.0,,0.7,0.71,4650.0
Kepler-1261 b,48.4308,2.3,,0.74,0.74,5046.0
Kepler-81 b,5.95489729,1.98,,0.54,0.52,3896.0
Kepler-1451 b,35.622233,2.9,,0.97,0.87,5796.0
Kepler-521 b,22.20813214,3.71,,1.23,1.7,6652.0
Kepler-404 b,11.82913,1.3,,0.93,0.82,5612.0
Kepler-310 b,13.930698,1.19,,,0.88,5797.0
Kepler-391 b,7.416755,3.2,,,3.57,4940.0
Kepler-283 b,11.008151,2.13,,,0.57,4351.0
Kepler-183 b,5.687945,2.06,,,0.96,5888.0
Kepler-496 b,,2.249,,,0.79,5002.0
Kepler-652 b,4.18199837,,,0.92,0.86,5343.0
Kepler-1583 b,9.32802207,,,0.97,1.07,5529.03
Kepler-295 c,21.52651,1.42,,0.89,0.94,5631.0
Kepler-1173 b,0.7698549,,,0.85,0.78,5084.02
Kepler-1381 b,25.38413,2.4,,1.08,0.98,6119.0
Kepler-1602 b,11.17938495,,,1.17,1.11,6161.41
Kepler-327 d,13.96948245,1.7,,0.5,0.49,3799.0
Kepler-389 c,14.51150265,,,0.86,0.71,5104.0
Kepler-154 b,33.04050461,,,1.03,1.05,5740.0
Kepler-441 b,207.24871304,,,0.58,0.58,4021.0
Kepler-178 d,96.672,3.6,,0.89,1.05,5674.0
Kepler-1179 b,2.68505445,,,0.89,0.74,5207.0
Kepler-736 b,3.60146534,2.31,,0.81,0.85,5052.0
Kepler-917 b,2.97041437,1.91,,0.8,0.76,5418.0
Kepler-1313 b,3.83308764,,,0.93,0.8,5357.56
Kepler-1211 b,11.01819178,,,1.03,1.17,5769.0
Kepler-570 b,4.301662,2.36,,0.88,0.86,5480.0
Kepler-1396 b,18.2206024,,,1.06,1.22,5874.91
Kepler-1607 b,13.6473676,0.92,,1.14,1.21,6116.0
KOI-1599.02,13.6164547,,,1.05,1.18,5833.0
Kepler-1407 b,20.0711504,2.25,,1.1,1.15,6010.0
Kepler-1636 b,425.47785,3.22,,1.13,1.02,5977.0
Kepler-1639 b,9.878482,2.58,,1.12,1.18,6150.0
Kepler-773 b,3.74910006,1.52,,0.95,1.11,5735.0
Kepler-617 b,1.68269594,1.23,,0.49,0.47,3669.0
Kepler-1453 b,47.1611696,2.74,,1.07,0.96,5936.0
Kepler-531 b,29.88485741,2.77,,0.72,0.75,4883.0
Kepler-259 b,8.11528727,3.1,,0.98,0.89,5926.0
Kepler-646 b,15.87369,1.96,,1.0,0.83,5438.0
Kepler-274 b,11.63486009,,,1.01,1.31,5668.23
Kepler-344 c,125.602302,3.19,,0.94,0.96,5774.0
Kepler-861 b,3.94963138,2.43,,0.85,0.84,5155.0
Kepler-252 c,10.8484518,,,0.7,0.68,4458.0
Kepler-230 b,32.62876672,,,0.92,0.77,5333.0
Kepler-792 b,11.30123036,,,1.03,1.38,5753.71
Kepler-875 b,27.5073799,2.28,,0.98,0.88,5783.0
Kepler-1147 b,10.62784997,2.3,,1.04,1.01,6082.0
Kepler-296 c,5.841641,1.89,,0.52,0.5,3862.0
Kepler-709 b,16.08524954,3.19,,0.83,0.83,5239.0
Kepler-1036 b,122.8767,2.8,,0.92,0.82,5590.0
Kepler-1355 b,,1.308,,,0.77,5475.0
Kepler-388 b,3.17323306,0.98,,0.73,0.69,4584.0
Kepler-118 b,7.51854537,1.42,,0.81,0.86,5064.0
Kepler-1369 b,25.87293578,,,1.01,1.02,5679.0
Kepler-1095 b,4.27102802,,,0.99,0.95,5606.38
Kepler-1265 b,6.494474,1.3,,0.68,0.65,4727.0
Kepler-155 c,52.6615836,1.76,,0.56,0.54,3985.0
Kepler-1465 b,31.827649,,,0.72,0.75,4585.0
Kepler-224 d,11.34934848,2.39,,0.74,0.68,5016.0
Kepler-1493 b,15.0219784,,,,,5743.16
Kepler-567 b,16.54295261,,,0.82,0.85,4960.0
Kepler-1434 b,,1.438,,,2.32,6251.0
Kepler-438 b,35.23318,1.13,,0.57,0.54,3837.0
Kepler-234 b,2.711506,3.7,,,1.11,6224.0
Kepler-315 b,96.105471,4.47,,0.98,1.0,5842.0
Kepler-846 b,19.80792185,2.48,,0.94,0.91,5579.0
Kepler-242 b,8.2039687,2.81,,0.81,0.76,4965.0
Kepler-1103 b,19.7919389,2.58,,1.08,1.04,6285.0
Kepler-1111 b,,1.413,,,0.83,6158.0
Kepler-263 c,47.3330262,2.62,,0.89,0.85,5388.0
Kepler-688 b,3.89593593,,,0.95,1.1,5441.0
Kepler-875 b,27.50726423,,,1.07,1.13,5882.0
Kepler-921 b,51.30172621,,,0.98,1.04,5572.42
Kepler-31 c,42.63425379,,,1.11,1.3,6011.2
Kepler-116 c,13.071489,1.85,,1.2,1.17,6484.0
Kepler-1440 b,39.85925,1.31,,0.97,1.08,5900.0
Kepler-287 b,20.34234237,2.4,,0.95,1.01,5800.0
Kepler-135 c,,1.392,,,1.43,6014.0
Kepler-266 c,107.72155986,,,0.97,1.11,5510.0
Kepler-1989 b,10.16102353,4.62,,1.0,1.06,6032.0
Kepler-1209 b,25.36903196,,,1.23,1.25,6293.0
Kepler-624 b,14.58654324,,,1.18,1.22,6176.34
Kepler-1301 b,9.08237838,,,0.86,0.86,5112.0
Kepler-114 c,8.04133337,,,0.74,0.7,4662.41
Kepler-200 c,10.22219028,,,1.05,0.99,5838.55
Kepler-1467 b,47.05710359,,,0.91,0.79,5311.62
Kepler-276 d,48.6476601,2.58,,1.1,1.03,6102.0
Kepler-1182 b,11.17397251,,,1.06,1.31,5847.0
Kepler-801 b,11.419267,2.05,,0.63,0.6,4482.0
Kepler-1338 b,0.9351186,0.88,,1.0,1.09,5983.0
Kepler-709 b,16.08517657,,,0.86,0.73,5128.33
Kepler-253 b,3.784064,1.7,,0.81,0.71,5148.0
Kepler-328 c,71.3116583,5.18,,1.15,1.06,6167.0
Kepler-264 c,140.10244895,,,1.21,1.89,6250.28
Kepler-276 d,48.64704652,,,1.03,0.91,5746.0
Kepler-272 d,10.93725945,,,0.97,1.18,5528.34
Kepler-364 c,59.98067943,,,1.19,1.3,6199.63
Kepler-278 c,51.07632364,,,,2.97,4904.79
Kepler-747 b,35.61760587,5.26,,0.74,0.78,5123.0
Kepler-747 b,35.61760587,5.26,,0.74,0.78,5123.0
Kepler-794 b,11.13126554,,,1.11,1.65,6013.42
Kepler-690 b,,5.803,,,1.14,5971.0
HATS-8 b,3.583893,9.785,43.86054,1.06,1.09,5679.0
Kepler-265 d,43.13042,2.57,,1.15,1.07,6315.0
Kepler-1388 c,5.53610698,,,0.59,0.6,3938.0
Kepler-169 b,3.25058644,,,0.81,0.77,4930.0
Kepler-181 c,4.30214363,2.08,,0.84,0.76,5324.0
Kepler-552 b,5.2634076,3.5,,1.03,1.0,6045.0
Kepler-213 c,4.822962,2.34,,,1.2,5696.0
Kepler-711 b,23.58914398,3.07,,0.7,0.72,4919.0
Kepler-1520 b,0.65355361,,,0.72,0.73,4571.0
Kepler-555 b,16.21775407,2.22,,0.88,0.8,5834.0
Kepler-295 b,12.6450451,1.45,,0.8,0.89,5607.0
Kepler-184 c,20.30303506,,,0.95,0.87,5437.21
Kepler-81 b,5.95489993,,,0.71,0.58,4500.0
Kepler-960 b,3.12686119,,,0.71,0.79,4508.31
Kepler-682 b,12.61190667,7.66,,0.99,0.92,5795.0
Kepler-31 d,87.6476068,,,1.11,1.3,6011.2
Kepler-172 b,2.94030411,2.21,,0.9,1.01,5583.0
Kepler-230 b,32.625555,4.26,,,0.82,5588.0
Kepler-526 b,5.45849677,,,1.02,1.52,5724.56
Kepler-252 c,10.84844792,2.38,,0.61,0.59,4208.0
Kepler-916 b,32.2964275,,,0.88,0.9,5175.0
Kepler-1636 b,425.47785,3.22,,1.13,1.02,5977.0
Kepler-1476 b,10.35857039,1.68,,1.0,1.02,5893.0
Kepler-1404 b,15.9314412,,,0.86,0.83,5125.0
Kepler-1532 b,1.09366356,1.35,,0.96,0.87,5835.0
Kepler-142 d,41.8085031,1.67,,1.0,1.23,5794.0
Kepler-872 b,2.578878,1.74,,0.96,0.85,5731.0
Kepler-350 b,11.1895709,,,1.33,1.29,6492.3
Kepler-1119 b,8.32651854,,,1.09,1.64,5965.0
Kepler-517 b,60.92832947,,,0.99,1.04,5604.05
Kepler-657 b,24.54371315,,,1.02,1.4,5718.0
Kepler-350 d,26.13616296,,,1.33,1.29,6492.3
Kepler-535 b,4.90331667,,,1.11,1.36,6017.92
Kepler-1034 b,12.12402699,,,0.86,0.77,5099.0
Kepler-1232 b,26.78347382,,,0.9,0.8,5241.0
Kepler-436 b,64.00164407,,,0.71,0.71,4499.0
Kepler-1393 b,2.44357812,0.7,,0.91,0.82,5771.0
Kepler-387 c,11.8377261,1.06,,1.04,1.06,6303.0
Kepler-1441 b,39.4420781,2.51,,1.11,1.9,5430.0
Kepler-857 b,85.35172,6.1,,0.94,0.83,5638.0
Kepler-351 c,57.2488518,3.19,,0.91,0.85,5642.0
Kepler-124 c,13.82142084,2.2,,0.71,0.65,4983.0
Kepler-630 b,161.4746786,3.25,,0.96,1.04,5761.0
Kepler-84 e,27.4345973,2.56,,0.99,1.13,6036.0
Kepler-829 b,,2.35,,,1.1,5686.0
Kepler-214 c,,3.032,,,1.63,6052.0
Kepler-1081 b,3.85690991,,,0.88,0.87,5180.78
Kepler-31 d,87.64710222,,,1.11,1.3,6011.2
Kepler-1047 b,56.1886887,1.79,,0.98,0.96,5798.0
Kepler-190 b,2.02000102,1.43,,0.87,0.79,5239.0
Kepler-202 b,4.0694284,1.91,,0.76,0.72,4806.0
Kepler-430 c,110.978266,,,1.09,1.34,5959.75
Kepler-1249 b,24.3344939,,,1.12,1.5,6023.0
Kepler-1508 b,20.7056504,0.98,,0.82,0.92,5746.0
Kepler-1292 b,3.27645723,,,0.95,1.01,5461.0
Kepler-1065 c,,1.444,,,0.97,5663.0
Kepler-887 c,,1.198,,,1.39,6207.0
Kepler-660 b,,2.544,,,0.72,4848.0
Kepler-405 b,10.613839,2.08,,,0.89,5818.0
Kepler-431 d,11.9216214,1.22,,1.1,1.68,6293.0
Kepler-274 b,11.634788,1.54,,,1.01,6023.0
Kepler-1466 b,31.1750448,1.38,,1.0,0.92,6086.0
Kepler-169 b,3.250619,1.13,,,0.76,4997.0
Kepler-1477 b,,2.152,,,1.01,5149.0
Kepler-1507 b,16.0506213,0.87,,0.8,0.91,5443.0
Kepler-708 b,,2.983,,,1.07,5896.0
Kepler-613 b,15.77980122,,,1.0,0.98,5635.0
Kepler-857 b,85.3514661,,,0.99,0.97,5612.0
Kepler-449 c,33.6727,2.764,,,,5649.18
Kepler-1034 b,12.12400943,2.26,,0.83,0.8,5198.0
Kepler-194 b,2.09226999,1.48,,0.96,1.0,6085.0
Kepler-244 d,20.05043,2.4,,0.91,0.81,5553.0
Kepler-373 b,5.53532955,1.38,,0.9,0.84,5783.0
Kepler-39 b,21.0871953,14.43,,1.07,1.52,6266.0
Kepler-1014 b,16.571152,2.17,,0.9,0.79,5488.0
Kepler-884 b,5.69919514,1.32,,1.0,1.03,6070.0
Kepler-330 c,15.95545002,2.21,,0.82,0.74,5108.0
Kepler-872 b,,1.648,,,0.86,5744.0
Kepler-752 b,18.82744023,,,0.96,0.97,5466.0
Kepler-705 b,56.0560538,1.96,,0.49,0.47,3593.0
Kepler-1239 b,5.19104016,2.07,,1.21,1.14,6343.0
Kepler-1083 b,33.4177993,3.22,,0.82,0.74,5142.0
Kepler-1560 b,3.03196812,0.9,,0.91,0.99,5755.0
Kepler-1388 b,12.28546124,,,0.59,0.6,3938.0
Kepler-1292 b,3.27646405,1.82,,0.95,0.93,5556.0
Kepler-531 b,29.88487723,2.81,,0.72,0.75,4883.0
Kepler-719 b,5.00731666,,,1.01,1.72,5691.0
Kepler-678 b,7.27503724,4.91,,0.99,0.87,5485.0
Kepler-646 b,15.87360981,,,0.95,0.84,5429.4
Kepler-1284 b,0.66407381,1.19,,0.89,0.8,5177.0
Kepler-1133 b,11.55562343,1.72,,0.88,0.81,5627.0
Kepler-266 b,6.61834191,2.51,,1.05,1.02,5888.0
Kepler-398 c,11.419409,0.92,,0.65,0.57,4476.0
Kepler-172 c,6.388987,2.5,,0.85,0.97,5540.0
Kepler-84 e,27.43473,2.4,,1.02,1.03,6013.0
Kepler-1087 b,0.69384285,0.61,,0.96,0.94,5589.0
Kepler-1069 b,23.8990075,,,0.98,1.65,5562.56
Kepler-610 c,151.8638332,,,0.99,0.94,5581.0
Kepler-122 d,21.58622462,,,1.11,1.26,6012.0
Kepler-1294 b,115.6863392,,,1.03,1.64,5753.0
Kepler-206 d,23.44248595,,,0.99,1.17,5588.41
Kepler-267 d,28.463,2.22,,0.55,0.52,3878.0
Kepler-1318 b,213.25700851,,,0.71,0.71,4505.0
Kepler-272 b,2.9713483,,,0.97,1.18,5528.34
Kepler-1654 b,1047.8356,9.18,158.915,1.01,1.18,5597.0
Kepler-613 b,15.77979614,2.19,,1.0,0.91,5941.0
Kepler-326 c,4.58034616,,,0.88,1.04,5179.81
Kepler-242 b,8.20398243,,,0.77,0.72,4786.0
Kepler-959 b,14.80074836,3.23,,1.41,1.45,7092.0
Kepler-208 c,7.46662197,1.49,,1.12,1.33,6220.0
Kepler-1337 b,,2.54,,,0.69,4583.0
Kepler-198 c,49.567416,2.47,,,0.94,5574.0
Kepler-372 c,20.0545282,2.63,,1.15,1.21,6056.0
Kepler-1590 b,,0.964,,,1.04,5707.0
Kepler-1597 b,2.94648935,0.89,,1.19,1.17,6481.0
Kepler-1424 b,29.6099055,,,,,5916.04
Kepler-1399 b,1.63865306,1.31,,1.04,0.98,6119.0
Kepler-184 d,29.02235217,2.55,,0.88,0.85,5788.0
Kepler-359 c,57.68696,3.6,,1.06,0.81,5999.0
Kepler-893 b,6.33855354,,,1.01,1.11,5665.0
Kepler-132 b,6.178,2.17,,1.02,1.41,5879.0
Kepler-594 b,13.64618192,2.13,,0.92,0.83,5575.0
Kepler-526 b,5.45851,1.84,,1.13,1.21,5719.0
Kepler-461 b,8.31378306,2.69,,1.06,0.95,5900.0
Kepler-215 e,68.1613598,1.75,,0.81,1.01,5741.0
Kepler-733 b,20.83424726,2.87,,1.0,0.88,5537.0
Kepler-1077 b,34.3511874,2.77,,1.02,1.02,5816.0
Kepler-1244 b,3.70428172,1.35,,1.46,1.77,6680.0
Kepler-1251 b,45.0887,1.96,,0.96,0.86,5753.0
Kepler-1100 b,6.421928,1.36,,1.1,1.02,6202.0
Kepler-1269 b,37.3331536,1.54,,1.05,1.11,6144.0
Kepler-1380 b,10.31054141,,,0.92,2.03,5324.0
Kepler-1444 b,33.4203001,2.46,,0.98,1.07,5731.0
Kepler-1430 b,2.46050095,1.03,,0.62,0.63,4811.0
Kepler-277 b,17.32405491,,,1.08,1.83,5914.0
Kepler-969 c,,0.994,,,0.78,5243.0
Kepler-1141 b,2.344547,0.73,,0.9,0.91,5692.0
Kepler-203 b,3.16268993,,,1.06,1.08,5871.24
Kepler-1049 b,3.273459,0.88,,0.55,0.52,4025.0
Kepler-379 b,20.09863407,,,1.12,1.26,6039.0
Kepler-1254 c,3.60082855,,,0.8,0.72,4898.13
Kepler-1088 b,23.1276,1.6,,1.11,1.28,6223.0
Kepler-1369 b,25.87333,2.9,,1.0,1.07,5987.0
Kepler-1095 b,4.27103091,1.24,,0.99,0.91,5984.0
Kepler-1104 b,5.03728852,,,1.31,1.44,6461.83
Kepler-1642 b,,2.77,,,0.78,5255.0
Kepler-31 c,,5.233,,,1.26,6088.0
Kepler-233 c,,2.497,,,0.83,5360.0
Kepler-238 c,6.15560285,,,1.0,1.73,5630.0
Kepler-744 b,12.062148,2.7,,1.06,1.57,5938.0
Kepler-962 b,12.057086,1.98,,0.89,0.79,5486.0
Kepler-266 b,6.61834191,2.21,,0.91,0.88,5516.0
Kepler-278 c,51.075756,3.36,,1.3,2.94,4991.0
Kepler-606 b,24.31575992,2.78,,1.09,1.03,6241.0
Kepler-1373 b,1.29123308,0.89,,1.13,1.09,6384.0
Kepler-168 c,13.1932092,2.79,,1.09,1.12,6251.0
Kepler-80 e,4.64535284,1.6,,0.59,0.57,4040.0
Kepler-876 b,5.14435252,,,0.84,0.89,5023.0
Kepler-302 c,127.2824031,9.32,,0.97,0.88,5938.0
Kepler-755 b,1.26909141,,,0.87,0.74,5146.47
Kepler-269 b,,4.217,,,1.72,5619.0
Kepler-316 b,2.24049791,,,0.67,0.7,4256.0
Kepler-1281 b,3.11602791,1.69,,0.98,0.86,5591.0
Kepler-265 d,43.12984363,,,1.09,0.94,5963.0
Kepler-1123 b,4.3394569,,,0.91,0.85,5286.88
Kepler-288 b,6.097326,1.67,,,1.09,5918.0
Kepler-1209 b,,1.503,,,1.26,6150.0
Kepler-157 b,,1.462,,,1.08,5791.0
Kepler-930 b,71.45097453,,,1.06,1.49,5875.0
Kepler-1019 b,1.41122727,,,0.66,0.74,4205.32
Kepler-292 d,,2.185,,,0.83,5248.0
Kepler-839 b,37.8144514,2.29,,1.1,1.14,6228.0
Kepler-397 b,22.25088,2.51,,0.84,0.74,5299.0
Kepler-958 b,9.76785911,2.54,,0.86,0.85,5371.0
Kepler-922 b,0.9384704,1.53,,0.97,0.98,5885.0
Kepler-1011 b,5.75321539,,,0.87,0.82,5146.0
Kepler-308 c,15.3825006,2.19,,1.0,0.91,5896.0
Kepler-218 c,44.699576,3.14,,,1.06,5502.0
Kepler-278 b,30.159863,3.89,,1.13,2.75,4989.0
Kepler-285 b,2.633867,1.34,,,0.81,5411.0
Kepler-121 b,3.1774146,,,0.92,0.68,5318.0
Kepler-159 b,10.13961029,1.64,,0.52,0.5,3894.0
Kepler-353 c,8.410953,1.51,,0.55,0.53,4090.0
Kepler-363 d,11.93223,2.62,,1.07,1.91,5604.0
Kepler-286 e,29.2214959,,,0.99,0.93,5600.0
Kepler-1407 b,20.0708757,3.2,,1.12,1.51,5902.0
Kepler-994 b,,1.413,,,0.59,3950.0
Kepler-121 c,41.0081183,2.69,,0.77,0.72,5316.0
Kepler-945 b,31.0031,2.48,,1.04,0.94,6021.0
Kepler-806 b,8.09219642,1.86,,0.99,1.92,5662.0
Kepler-340 c,22.8245485,5.69,,2.05,3.18,8241.0
Kepler-570 b,4.301662,2.45,,0.93,0.9,5496.0
Kepler-577 b,25.69587165,,,0.83,0.71,4987.0
Kepler-168 c,13.1932092,2.79,,1.09,1.12,6251.0
Kepler-691 b,8.114379,2.14,,0.54,0.52,3721.0
Kepler-933 b,14.20442616,,,0.91,0.94,5287.0
Kepler-998 b,5.65377733,2.32,,1.12,1.18,6058.0
Kepler-339 b,4.97761996,1.46,,0.88,0.81,5627.0
Kepler-814 b,6.146918,1.68,,1.16,1.09,6367.0
Kepler-80 c,9.52164464,,,0.73,0.66,4613.0
Kepler-247 d,20.48379491,,,0.81,0.84,4929.0
Kepler-215 b,9.36063971,1.49,,0.94,0.85,5679.0
Kepler-415 b,,1.383,,,0.62,4375.0
Kepler-395 b,7.054346,1.03,,,0.56,4262.0
Kepler-376 c,14.17229464,,,1.08,1.42,5939.36
Kepler-875 b,27.5073799,2.28,,0.98,0.88,5783.0
Kepler-796 b,6.400954,1.95,,1.06,1.69,5356.0
Kepler-1387 b,2.27952521,,,0.82,0.7,4982.83
Kepler-119 b,2.42208445,3.6,,0.91,0.83,5588.0
Kepler-208 e,16.25950974,,,1.11,1.32,6000.9
Kepler-1440 b,39.8573627,,,1.01,1.6,5667.0
Kepler-230 c,91.773242,2.04,,,0.82,5588.0
Kepler-299 b,2.9271467,,,1.0,1.0,5631.0
Kepler-322 c,4.33723745,,,0.92,0.84,5330.0
Kepler-287 b,20.34234237,2.4,,0.95,1.01,5800.0
Kepler-1374 b,10.65276707,2.39,,0.91,0.83,5614.0
Kepler-1153 b,,1.922,,,0.82,5576.0
Kepler-1245 b,4.354075,1.8,,0.82,0.93,5447.0
Kepler-1381 b,25.38408965,,,1.01,0.9,5672.0
Kepler-1168 b,55.82222394,,,0.81,0.74,4934.58
Kepler-973 b,49.6077331,1.84,,0.7,0.74,5180.0
Kepler-1012 b,,1.505,,,0.89,5500.0
Kepler-318 b,4.66271906,5.89,,1.11,1.47,5903.0
Kepler-331 b,8.45750018,,,0.73,0.64,4604.9
Kepler-369 c,14.87151592,,,0.56,0.57,3655.0
Kepler-276 b,14.12832044,,,1.03,0.91,5746.0
Kepler-302 b,30.18360507,,,1.03,1.06,5756.0
Kepler-1404 b,15.93133217,,,0.86,0.83,5125.0
Kepler-169 c,6.19547175,,,0.81,0.77,4930.0
Kepler-140 c,91.35220192,,,1.15,1.19,6108.41
Kepler-315 c,265.4734326,,,1.04,1.0,5783.0
Kepler-201 c,151.88558569,,,1.21,1.28,6240.51
Kepler-208 c,7.46659864,,,1.11,1.32,6000.9
Kepler-1562 b,64.27386328,,,1.03,1.76,5771.76
Kepler-223 b,7.38441403,1.8,,0.9,1.0,5825.0
Kepler-150 e,30.8261043,,,0.97,0.91,5528.0
Kepler-161 b,4.92135587,,,0.83,0.8,4992.0
Kepler-1314 b,5.42474928,5.2,,0.58,0.59,4141.0
Kepler-1190 b,10.45847283,,,0.71,0.71,4521.62
Kepler-1061 b,2.75798267,1.98,,1.09,1.07,6067.0
Kepler-515 b,19.96371318,1.75,,1.0,1.0,5780.0
Kepler-358 c,83.4886218,3.39,,1.03,0.94,5910.0
Kepler-1098 b,2.54307286,1.13,,0.85,0.88,5753.0
Kepler-1446 b,0.68996783,1.86,,0.97,1.75,4854.0
Kepler-42 b,1.21377042,0.78,,0.13,0.15,3292.0
Kepler-1305 b,13.5631157,,,0.99,1.17,5602.0
Kepler-681 b,26.39432897,,,0.81,0.81,4937.0
Kepler-108 c,190.3216564,8.15,,1.38,2.19,5854.0
Kepler-351 b,37.05489764,,,0.91,0.76,5313.0
Kepler-1521 b,47.1484324,,,0.82,0.7,4981.13
Kepler-1622 b,10.8118317,,,1.24,1.29,6309.49
Kepler-386 b,12.3101351,1.51,,0.8,0.84,5009.0
Kepler-391 c,20.4854403,2.38,,1.31,2.56,5267.0
Kepler-1645 b,,3.026,,,1.44,5926.0
Kepler-585 b,2.75236021,,,0.96,0.92,5481.48
Kepler-215 b,9.36064358,,,1.01,0.9,5697.97
Kepler-475 b,3.10550746,,,0.78,0.85,4805.0
Kepler-556 b,11.72294988,,,0.99,1.0,5618.34
Kepler-994 b,1.15116611,,,0.59,0.6,3878.0
Kepler-767 b,161.52811673,,,1.01,1.78,5686.0
Kepler-1172 b,26.02017992,,,1.03,0.84,5743.43
Kepler-241 c,36.06586088,,,,,4524.51
Kepler-361 c,55.1866213,2.47,,1.08,1.27,6178.0
Kepler-1196 b,66.1843646,,,1.02,0.96,5720.0
Kepler-1336 b,23.198681,1.3,,0.96,0.86,5717.0
Kepler-363 d,,2.121,,,1.61,5648.0
Kepler-221 d,10.04156,2.73,,,0.82,5243.0
Kepler-1399 b,1.63865306,1.25,,0.97,0.96,5735.0
Kepler-1135 b,76.9611,2.07,,0.96,1.08,5886.0
Kepler-383 b,12.90483,1.32,,0.67,0.65,4701.0
Kepler-255 b,5.71462396,,,0.86,1.02,5130.94
Kepler-1382 b,16.3583055,1.08,,1.11,1.01,6046.0
Kepler-1620 b,101.952048,1.31,,1.03,1.05,6210.0
Kepler-260 b,8.1873698,,,0.9,1.09,5250.0
Kepler-273 b,2.93653227,,,0.95,0.76,5441.0
Kepler-366 c,12.51625,1.7,,1.1,1.01,6188.0
Kepler-1200 b,1.11854972,1.05,,0.72,0.67,4493.0
Kepler-1241 b,18.5525701,2.73,,0.92,0.84,5561.0
Kepler-677 b,6.57531678,5.38,,0.93,0.99,5992.0
Kepler-246 c,11.18714042,1.56,,0.89,0.81,5202.0
Kepler-484 b,10.04556931,2.28,,1.0,0.89,5691.0
Kepler-636 b,16.080672,3.58,,0.74,0.65,4886.0
Kepler-798 b,13.71938426,,,1.08,1.22,5933.64
Kepler-1381 b,25.384175,,,1.01,0.9,5672.0
Kepler-659 b,17.671796,2.33,,0.75,0.7,4867.0
Kepler-1457 b,51.1104797,,,1.05,1.25,5841.0
Kepler-1414 b,3.51577278,,,0.81,0.81,4914.0
Kepler-1202 b,28.6853212,,,0.99,0.91,5609.0
Kepler-989 b,7.96431535,2.56,,0.83,0.91,5185.0
Kepler-342 e,1.64422103,,,1.16,1.49,6139.09
1RXS J160929.1-210524 b,,,4000.0,0.85,,4060.0
